id_cliente,fecha_actualizacion,tipo_empleo,empresa,sector_economico,cargo,antiguedad_meses,ingreso_mensual,tipo_contrato,ciudad,estado_empleo
C00407,2026-01-15,DEPENDIENTE,Empresa 854,Educacion,Especialista,64,6631.17,TEMPORAL,Tarija,ACTIVO
C00408,2026-02-15,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,217,14894.27,INDEPENDIENTE,Tarija,ACTIVO
C00409,2026-06-29,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,236,9894.53,INDEPENDIENTE,Tarija,ACTIVO
C00410,2026-03-21,DEPENDIENTE,Empresa 655,Construccion,Vendedor,217,17814.1,INDEFINIDO,Sucre,ACTIVO
C00411,2026-03-26,DEPENDIENTE,Empresa 100,Agricultura,Vendedor,59,2808.88,TEMPORAL,Santa Cruz,ACTIVO
C00412,2026-01-06,DEPENDIENTE,Empresa 160,Construccion,Ingeniero,238,14937.58,INDEFINIDO,Tarija,ACTIVO
C00413,2026-04-06,DEPENDIENTE,Empresa 174,Industria,Ingeniero,219,10657.57,INDEFINIDO,Tarija,ACTIVO
C00414,2026-06-13,DEPENDIENTE,Empresa 910,Transporte,Administrador,43,13851.46,INDEFINIDO,Oruro,ACTIVO
C00415,2026-04-07,INDEPENDIENTE,Actividad independiente,Salud,Comerciante,60,10819.15,INDEPENDIENTE,Oruro,ACTIVO
C00416,2026-08-06,DEPENDIENTE,Empresa 500,Agricultura,Consultor,3,17206.22,TEMPORAL,La Paz,ACTIVO
C00417,2026-02-06,DEPENDIENTE,Empresa 608,Tecnologia,Supervisor,59,12414.52,TEMPORAL,Oruro,ACTIVO
C00418,2026-07-01,DEPENDIENTE,Empresa 941,Tecnologia,Supervisor,45,12360.89,PLAZO_FIJO,Sucre,ACTIVO
C00419,2026-07-04,DEPENDIENTE,Empresa 210,Banca,Especialista,20,7932.46,TEMPORAL,La Paz,ACTIVO
C00420,2026-03-31,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,229,7675.24,INDEPENDIENTE,Sucre,ACTIVO
C00421,2026-04-26,DEPENDIENTE,Empresa 266,Comercio,Asistente,169,14252.77,TEMPORAL,Potosi,ACTIVO
C00422,2026-02-13,DEPENDIENTE,Empresa 450,Industria,Supervisor,69,17250.76,PLAZO_FIJO,Santa Cruz,ACTIVO
C00423,2026-06-30,DEPENDIENTE,Empresa 594,Banca,Consultor,89,11707.47,INDEFINIDO,Sucre,INACTIVO
C00424,2026-09-07,DEPENDIENTE,Empresa 310,Educacion,Ingeniero,43,3330.11,PLAZO_FIJO,Sucre,ACTIVO
C00425,2026-01-25,INDEPENDIENTE,Actividad independiente,Banca,Comerciante,172,6019.04,INDEPENDIENTE,Sucre,ACTIVO
C00426,2026-03-17,EMPRESARIO,Empresa PYME 189,Agricultura,Director,16,14020.72,PROPIETARIO,Sucre,ACTIVO
C00427,2026-08-05,DEPENDIENTE,Empresa 584,Comercio,Supervisor,166,7023.08,INDEFINIDO,Cochabamba,ACTIVO
C00428,2026-02-17,DEPENDIENTE,Empresa 496,Tecnologia,Tecnico,70,3912.62,TEMPORAL,Sucre,ACTIVO
C00429,2026-03-10,DEPENDIENTE,Empresa 957,Agricultura,Asistente,115,9708.4,PLAZO_FIJO,La Paz,ACTIVO
C00430,2026-04-16,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,24,10851.76,INDEPENDIENTE,Santa Cruz,ACTIVO
C00431,2026-08-14,EMPRESARIO,Empresa PYME 686,Educacion,Director,140,22176.7,PROPIETARIO,Sucre,ACTIVO
C00432,2026-05-27,DEPENDIENTE,Empresa 919,Agricultura,Tecnico,11,10282.57,TEMPORAL,Santa Cruz,ACTIVO
C00433,2026-02-02,INDEPENDIENTE,Actividad independiente,Banca,Comerciante,45,14652.06,INDEPENDIENTE,Sucre,ACTIVO
C00434,2026-03-08,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,213,10340.33,INDEPENDIENTE,Oruro,ACTIVO
C00435,2026-03-12,DEPENDIENTE,Empresa 977,Servicios,Ingeniero,145,8659.0,PLAZO_FIJO,Sucre,ACTIVO
C00436,2026-01-29,DEPENDIENTE,Empresa 529,Industria,Especialista,162,11607.43,TEMPORAL,Santa Cruz,ACTIVO
C00437,2026-07-21,DEPENDIENTE,Empresa 203,Salud,Especialista,239,4137.34,INDEFINIDO,Potosi,ACTIVO
C00438,2026-06-05,DEPENDIENTE,Empresa 685,Transporte,Vendedor,70,8437.17,PLAZO_FIJO,La Paz,ACTIVO
C00439,2026-04-12,DEPENDIENTE,Empresa 139,Tecnologia,Administrador,158,13052.6,TEMPORAL,Oruro,ACTIVO
C00440,2026-07-29,INDEPENDIENTE,Actividad independiente,Salud,Consultor,232,7155.51,INDEPENDIENTE,Cochabamba,ACTIVO
C00441,2026-03-18,DEPENDIENTE,Empresa 237,Transporte,Asistente,178,4022.37,TEMPORAL,Potosi,ACTIVO
C00442,2026-02-24,DEPENDIENTE,Empresa 552,Industria,Asistente,157,12506.1,PLAZO_FIJO,Oruro,ACTIVO
C00443,2026-01-17,DEPENDIENTE,Empresa 262,Salud,Especialista,213,3371.19,PLAZO_FIJO,Oruro,ACTIVO
C00444,2026-08-13,DEPENDIENTE,Empresa 297,Educacion,Gerente,228,11314.42,TEMPORAL,Potosi,ACTIVO
C00445,2026-04-05,DEPENDIENTE,Empresa 380,Transporte,Asistente,238,8085.81,INDEFINIDO,Tarija,ACTIVO
C00446,2026-06-02,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,64,4732.77,JUBILACION,Santa Cruz,INACTIVO
C00447,2026-08-01,DEPENDIENTE,Empresa 866,Comercio,Contador,92,7835.86,TEMPORAL,Cochabamba,ACTIVO
C00448,2026-02-27,DEPENDIENTE,Empresa 762,Educacion,Asistente,202,17456.22,TEMPORAL,Cochabamba,ACTIVO
C00449,2026-02-14,DEPENDIENTE,Empresa 762,Agricultura,Gerente,5,9848.51,TEMPORAL,Potosi,ACTIVO
C00450,2026-04-19,DEPENDIENTE,Empresa 381,Industria,Comerciante,185,17488.88,PLAZO_FIJO,Potosi,ACTIVO
C00451,2026-05-30,DEPENDIENTE,Empresa 506,Comercio,Consultor,80,12996.54,PLAZO_FIJO,La Paz,ACTIVO
C00452,2026-03-14,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,146,10591.78,INDEPENDIENTE,Oruro,ACTIVO
C00453,2026-06-17,DEPENDIENTE,Empresa 367,Salud,Contador,166,7539.62,PLAZO_FIJO,Santa Cruz,ACTIVO
C00454,2026-04-14,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,209,13216.44,INDEPENDIENTE,Oruro,ACTIVO
C00455,2026-04-10,DEPENDIENTE,Empresa 514,Banca,Administrador,78,6521.11,PLAZO_FIJO,Tarija,ACTIVO
C00456,2026-05-17,DEPENDIENTE,Empresa 802,Transporte,Asistente,90,13761.52,INDEFINIDO,Oruro,ACTIVO
C00457,2026-03-17,DEPENDIENTE,Empresa 285,Comercio,Tecnico,218,12693.03,INDEFINIDO,Sucre,ACTIVO
C00458,2026-06-17,DEPENDIENTE,Empresa 443,Comercio,Comerciante,198,16645.68,TEMPORAL,Santa Cruz,ACTIVO
C00459,2026-04-06,INDEPENDIENTE,Actividad independiente,Salud,Consultor,110,12351.13,INDEPENDIENTE,Tarija,ACTIVO
C00460,2026-08-30,EMPRESARIO,Empresa PYME 694,Agricultura,Gerente,16,26659.83,PROPIETARIO,La Paz,ACTIVO
C00461,2026-04-16,DEPENDIENTE,Empresa 405,Banca,Tecnico,225,13050.82,INDEFINIDO,Potosi,ACTIVO
C00462,2026-02-06,DEPENDIENTE,Empresa 568,Tecnologia,Consultor,90,8842.47,INDEFINIDO,Potosi,ACTIVO
C00463,2026-03-22,INDEPENDIENTE,Actividad independiente,Banca,Comerciante,88,10387.91,INDEPENDIENTE,La Paz,ACTIVO
C00464,2026-07-15,DEPENDIENTE,Empresa 904,Comercio,Vendedor,150,14349.5,INDEFINIDO,Santa Cruz,ACTIVO
C00465,2026-01-02,INDEPENDIENTE,Actividad independiente,Banca,Consultor,112,14566.6,INDEPENDIENTE,Tarija,ACTIVO
C00466,2026-01-05,DEPENDIENTE,Empresa 295,Banca,Tecnico,231,7494.3,INDEFINIDO,Oruro,ACTIVO
C00467,2026-05-31,DEPENDIENTE,Empresa 615,Salud,Administrador,82,4498.43,PLAZO_FIJO,Santa Cruz,ACTIVO
C00468,2026-03-28,DEPENDIENTE,Empresa 636,Industria,Consultor,119,13781.39,PLAZO_FIJO,Oruro,INACTIVO
C00469,2026-04-14,DEPENDIENTE,Empresa 931,Banca,Gerente,94,14126.79,PLAZO_FIJO,Santa Cruz,ACTIVO
C00470,2026-05-10,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,190,2349.01,JUBILACION,La Paz,ACTIVO
C00471,2026-07-17,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,99,13456.8,INDEPENDIENTE,Tarija,ACTIVO
C00472,2026-01-13,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,170,7885.62,JUBILACION,Sucre,ACTIVO
C00473,2026-06-25,DEPENDIENTE,Empresa 811,Banca,Asistente,124,13378.96,PLAZO_FIJO,Cochabamba,ACTIVO
C00474,2026-04-18,DEPENDIENTE,Empresa 240,Comercio,Director,72,12153.37,TEMPORAL,Tarija,ACTIVO
C00475,2026-02-21,DEPENDIENTE,Empresa 723,Salud,Asistente,203,4147.09,INDEFINIDO,Potosi,ACTIVO
C00476,2026-05-08,DEPENDIENTE,Empresa 661,Educacion,Analista,107,7077.94,TEMPORAL,Oruro,ACTIVO
C00477,2026-05-27,DEPENDIENTE,Empresa 955,Transporte,Supervisor,6,12910.31,INDEFINIDO,Santa Cruz,INACTIVO
C00478,2026-06-14,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,188,11544.7,INDEPENDIENTE,Sucre,INACTIVO
C00479,2026-01-11,DEPENDIENTE,Empresa 995,Salud,Gerente,15,4047.04,PLAZO_FIJO,Cochabamba,ACTIVO
C00480,2026-01-03,DEPENDIENTE,Empresa 146,Construccion,Especialista,32,3972.48,TEMPORAL,Oruro,ACTIVO
C00481,2026-04-06,DEPENDIENTE,Empresa 195,Tecnologia,Director,162,6658.8,PLAZO_FIJO,Santa Cruz,ACTIVO
C00482,2026-05-03,DEPENDIENTE,Empresa 971,Industria,Director,72,15453.48,PLAZO_FIJO,Oruro,ACTIVO
C00483,2026-04-17,DEPENDIENTE,Empresa 206,Agricultura,Gerente,181,13759.37,INDEFINIDO,Sucre,ACTIVO
C00484,2026-06-06,INDEPENDIENTE,Actividad independiente,Banca,Consultor,159,7246.88,INDEPENDIENTE,Potosi,ACTIVO
C00485,2026-04-23,EMPRESARIO,Empresa PYME 521,Banca,Propietario,126,28009.95,PROPIETARIO,La Paz,ACTIVO
C00486,2026-05-28,DEPENDIENTE,Empresa 861,Agricultura,Especialista,225,13007.9,TEMPORAL,Santa Cruz,INACTIVO
C00487,2026-06-08,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,135,9038.79,INDEPENDIENTE,Sucre,ACTIVO
C00488,2026-08-03,DEPENDIENTE,Empresa 252,Servicios,Administrador,172,12982.58,PLAZO_FIJO,Tarija,ACTIVO
C00489,2026-08-11,INDEPENDIENTE,Actividad independiente,Construccion,Consultor,132,13110.57,INDEPENDIENTE,La Paz,ACTIVO
C00490,2026-06-14,DEPENDIENTE,Empresa 663,Industria,Asistente,74,3280.44,PLAZO_FIJO,Sucre,ACTIVO
C00491,2026-05-08,DEPENDIENTE,Empresa 977,Transporte,Supervisor,208,11382.04,PLAZO_FIJO,Cochabamba,ACTIVO
C00492,2026-05-23,DEPENDIENTE,Empresa 136,Servicios,Administrador,7,4090.97,TEMPORAL,La Paz,ACTIVO
C00493,2026-06-17,INDEPENDIENTE,Actividad independiente,Transporte,Comerciante,230,8854.22,INDEPENDIENTE,Cochabamba,ACTIVO
C00494,2026-06-08,DEPENDIENTE,Empresa 885,Agricultura,Tecnico,219,9544.13,INDEFINIDO,Sucre,ACTIVO
C00495,2026-01-01,DEPENDIENTE,Empresa 327,Tecnologia,Comerciante,32,4010.27,PLAZO_FIJO,Cochabamba,ACTIVO
C00496,2026-06-29,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,143,5749.5,JUBILACION,La Paz,ACTIVO
C00497,2026-06-06,DEPENDIENTE,Empresa 360,Educacion,Supervisor,193,13684.17,TEMPORAL,Santa Cruz,ACTIVO
C00498,2026-03-28,EMPRESARIO,Empresa PYME 833,Comercio,Propietario,120,25613.85,PROPIETARIO,Potosi,ACTIVO
C00499,2026-04-28,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,200,8263.93,JUBILACION,Tarija,ACTIVO
C00500,2026-05-30,DEPENDIENTE,Empresa 958,Transporte,Administrador,191,3252.86,TEMPORAL,Tarija,ACTIVO
C00501,2026-06-18,EMPRESARIO,Empresa PYME 496,Agricultura,Propietario,190,25381.1,PROPIETARIO,Tarija,ACTIVO
C00502,2026-03-05,DEPENDIENTE,Empresa 880,Salud,Director,110,17682.26,PLAZO_FIJO,Sucre,INACTIVO
C00503,2026-04-16,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,209,3106.93,JUBILACION,Oruro,ACTIVO
C00504,2026-08-28,DEPENDIENTE,Empresa 854,Servicios,Director,143,15840.97,TEMPORAL,Oruro,ACTIVO
C00505,2026-07-01,DEPENDIENTE,Empresa 235,Construccion,Comerciante,77,13142.48,TEMPORAL,Tarija,ACTIVO
C00506,2026-05-30,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,197,6902.97,INDEPENDIENTE,Oruro,ACTIVO
C00507,2026-05-14,INDEPENDIENTE,Actividad independiente,Comercio,Comerciante,227,13091.26,INDEPENDIENTE,La Paz,ACTIVO
C00508,2026-03-15,DEPENDIENTE,Empresa 264,Salud,Especialista,54,6638.16,INDEFINIDO,Santa Cruz,ACTIVO
C00509,2026-04-02,INDEPENDIENTE,Actividad independiente,Transporte,Comerciante,55,11919.92,INDEPENDIENTE,La Paz,ACTIVO
C00510,2026-03-02,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,193,10588.99,INDEPENDIENTE,Potosi,ACTIVO
C00511,2026-09-02,INDEPENDIENTE,Actividad independiente,Tecnologia,Consultor,240,7269.78,INDEPENDIENTE,Tarija,ACTIVO
C00512,2026-08-01,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,161,13360.62,INDEPENDIENTE,Oruro,ACTIVO
C00513,2026-03-17,INDEPENDIENTE,Actividad independiente,Transporte,Comerciante,201,11561.43,INDEPENDIENTE,Santa Cruz,INACTIVO
C00514,2026-04-20,DEPENDIENTE,Empresa 141,Salud,Administrador,191,10464.63,INDEFINIDO,Tarija,ACTIVO
C00515,2026-01-11,DEPENDIENTE,Empresa 258,Construccion,Director,4,7623.72,PLAZO_FIJO,Cochabamba,ACTIVO
C00516,2026-04-02,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,128,12373.85,INDEPENDIENTE,Potosi,ACTIVO
C00517,2026-04-17,DEPENDIENTE,Empresa 263,Servicios,Tecnico,136,3556.74,INDEFINIDO,Tarija,ACTIVO
C00518,2026-02-25,DEPENDIENTE,Empresa 400,Agricultura,Ingeniero,172,7644.19,INDEFINIDO,Tarija,ACTIVO
C00519,2026-03-03,DEPENDIENTE,Empresa 556,Agricultura,Ingeniero,5,4278.19,TEMPORAL,Tarija,ACTIVO
C00520,2026-03-07,DEPENDIENTE,Empresa 495,Servicios,Supervisor,100,16696.95,PLAZO_FIJO,Oruro,ACTIVO
C00521,2026-01-12,EMPRESARIO,Empresa PYME 598,Salud,Director,134,25070.42,PROPIETARIO,Oruro,ACTIVO
C00522,2026-05-17,DEPENDIENTE,Empresa 650,Banca,Especialista,45,17560.25,INDEFINIDO,Oruro,ACTIVO
C00523,2026-02-22,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,224,11067.56,INDEPENDIENTE,Potosi,ACTIVO
C00524,2026-01-19,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,168,7753.93,JUBILACION,La Paz,ACTIVO
C00525,2026-05-23,DEPENDIENTE,Empresa 357,Comercio,Especialista,21,3341.16,INDEFINIDO,Tarija,ACTIVO
C00526,2026-03-22,EMPRESARIO,Empresa PYME 543,Banca,Director,102,16278.14,PROPIETARIO,Sucre,ACTIVO
C00527,2026-05-30,DEPENDIENTE,Empresa 863,Banca,Especialista,187,12084.42,TEMPORAL,Oruro,ACTIVO
C00528,2026-06-05,DEPENDIENTE,Empresa 408,Comercio,Comerciante,30,6992.47,TEMPORAL,Cochabamba,ACTIVO
C00529,2026-05-17,DEPENDIENTE,Empresa 260,Educacion,Vendedor,213,12741.21,PLAZO_FIJO,Santa Cruz,ACTIVO
C00530,2026-08-16,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,165,4300.94,INDEPENDIENTE,La Paz,ACTIVO
C00531,2026-05-18,DEPENDIENTE,Empresa 503,Servicios,Consultor,13,2577.96,INDEFINIDO,La Paz,ACTIVO
C00532,2026-08-06,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,57,7658.18,INDEPENDIENTE,Santa Cruz,ACTIVO
C00533,2026-05-26,DEPENDIENTE,Empresa 918,Banca,Comerciante,52,4276.65,PLAZO_FIJO,Potosi,ACTIVO
C00534,2026-03-16,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,168,5937.72,JUBILACION,Cochabamba,ACTIVO
C00535,2026-06-17,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,87,6964.23,INDEPENDIENTE,La Paz,ACTIVO
C00536,2026-06-18,DEPENDIENTE,Empresa 731,Salud,Ingeniero,84,10030.85,INDEFINIDO,Oruro,ACTIVO
C00537,2026-01-02,DEPENDIENTE,Empresa 272,Tecnologia,Administrador,209,7403.16,PLAZO_FIJO,Santa Cruz,ACTIVO
C00538,2026-06-23,INDEPENDIENTE,Actividad independiente,Tecnologia,Comerciante,73,13001.38,INDEPENDIENTE,Sucre,ACTIVO
C00539,2026-06-05,DEPENDIENTE,Empresa 761,Comercio,Gerente,127,11050.91,PLAZO_FIJO,Potosi,ACTIVO
C00540,2026-07-06,EMPRESARIO,Empresa PYME 178,Comercio,Gerente,70,23338.62,PROPIETARIO,La Paz,ACTIVO
C00541,2026-05-22,INDEPENDIENTE,Actividad independiente,Salud,Comerciante,199,9875.45,INDEPENDIENTE,Tarija,ACTIVO
C00542,2026-08-17,DEPENDIENTE,Empresa 328,Agricultura,Administrador,201,4803.81,TEMPORAL,Oruro,ACTIVO
C00543,2026-01-03,DEPENDIENTE,Empresa 614,Educacion,Ingeniero,133,3903.59,TEMPORAL,Potosi,INACTIVO
C00544,2026-04-25,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,196,5696.13,JUBILACION,Santa Cruz,ACTIVO
C00545,2026-02-26,DEPENDIENTE,Empresa 141,Transporte,Ingeniero,191,13846.07,INDEFINIDO,Santa Cruz,ACTIVO
C00546,2026-04-10,DEPENDIENTE,Empresa 469,Transporte,Especialista,174,5705.0,INDEFINIDO,Sucre,ACTIVO
C00547,2026-08-01,DEPENDIENTE,Empresa 748,Salud,Tecnico,85,4099.99,TEMPORAL,Potosi,ACTIVO
C00548,2026-05-31,DEPENDIENTE,Empresa 474,Comercio,Administrador,47,8338.22,TEMPORAL,Tarija,ACTIVO
C00549,2026-07-29,JUBILADO,Sistema de Pensiones,Tecnologia,Jubilado,135,4959.73,JUBILACION,Sucre,ACTIVO
C00550,2026-02-28,EMPRESARIO,Empresa PYME 269,Comercio,Director,131,27050.86,PROPIETARIO,Tarija,ACTIVO
C00551,2026-01-31,DEPENDIENTE,Empresa 936,Educacion,Director,43,8114.46,INDEFINIDO,Sucre,ACTIVO
C00552,2026-06-01,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,175,8485.18,INDEPENDIENTE,Oruro,ACTIVO
C00553,2026-06-11,DEPENDIENTE,Empresa 237,Servicios,Gerente,35,11389.04,INDEFINIDO,La Paz,ACTIVO
C00554,2026-06-03,DEPENDIENTE,Empresa 515,Agricultura,Tecnico,69,16797.93,INDEFINIDO,Oruro,ACTIVO
C00555,2026-05-01,INDEPENDIENTE,Actividad independiente,Transporte,Profesional independiente,24,5207.42,INDEPENDIENTE,Santa Cruz,ACTIVO
C00556,2026-06-09,DEPENDIENTE,Empresa 286,Servicios,Especialista,206,11531.02,INDEFINIDO,Cochabamba,ACTIVO
C00557,2026-04-07,INDEPENDIENTE,Actividad independiente,Industria,Comerciante,155,9882.45,INDEPENDIENTE,Santa Cruz,ACTIVO
C00558,2026-01-25,DEPENDIENTE,Empresa 720,Construccion,Gerente,178,9006.82,TEMPORAL,Sucre,ACTIVO
C00559,2026-06-18,DEPENDIENTE,Empresa 593,Construccion,Supervisor,131,14161.94,TEMPORAL,Tarija,ACTIVO
C00560,2026-08-12,DEPENDIENTE,Empresa 479,Banca,Administrador,169,9188.2,TEMPORAL,Oruro,ACTIVO
C00561,2026-07-25,DEPENDIENTE,Empresa 703,Agricultura,Ingeniero,205,14414.41,PLAZO_FIJO,La Paz,ACTIVO
C00562,2026-08-13,DEPENDIENTE,Empresa 712,Servicios,Contador,235,15815.33,INDEFINIDO,Sucre,ACTIVO
C00563,2026-05-14,DEPENDIENTE,Empresa 220,Banca,Tecnico,205,2610.27,TEMPORAL,Sucre,ACTIVO
C00564,2026-04-20,INDEPENDIENTE,Actividad independiente,Agricultura,Comerciante,107,7028.37,INDEPENDIENTE,Cochabamba,ACTIVO
C00565,2026-07-13,DEPENDIENTE,Empresa 506,Educacion,Comerciante,96,11984.15,TEMPORAL,Sucre,ACTIVO
C00566,2026-03-20,DEPENDIENTE,Empresa 359,Agricultura,Vendedor,97,11165.95,INDEFINIDO,Cochabamba,ACTIVO
C00567,2026-02-28,DEPENDIENTE,Empresa 865,Transporte,Supervisor,221,15889.37,INDEFINIDO,Potosi,ACTIVO
C00568,2026-05-21,DEPENDIENTE,Empresa 920,Agricultura,Ingeniero,133,8708.69,INDEFINIDO,Oruro,ACTIVO
C00569,2026-02-07,DEPENDIENTE,Empresa 943,Transporte,Supervisor,165,2582.0,PLAZO_FIJO,Tarija,ACTIVO
C00570,2026-04-09,DEPENDIENTE,Empresa 841,Industria,Analista,97,3740.62,INDEFINIDO,Tarija,ACTIVO
C00571,2026-05-07,DEPENDIENTE,Empresa 755,Transporte,Gerente,17,17158.6,TEMPORAL,La Paz,ACTIVO
C00572,2026-05-11,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,52,2920.12,INDEPENDIENTE,Oruro,ACTIVO
C00573,2026-01-23,DEPENDIENTE,Empresa 261,Salud,Analista,95,6208.48,INDEFINIDO,Potosi,ACTIVO
C00574,2026-07-08,INDEPENDIENTE,Actividad independiente,Comercio,Comerciante,153,5003.88,INDEPENDIENTE,La Paz,ACTIVO
C00575,2026-02-27,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,91,14541.1,INDEPENDIENTE,Santa Cruz,ACTIVO
C00576,2026-05-24,DEPENDIENTE,Empresa 209,Comercio,Tecnico,69,5213.04,INDEFINIDO,Tarija,ACTIVO
C00577,2026-07-23,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,227,5857.74,JUBILACION,Cochabamba,ACTIVO
C00578,2026-03-28,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,200,3854.26,JUBILACION,Oruro,ACTIVO
C00579,2026-06-12,DEPENDIENTE,Empresa 491,Educacion,Supervisor,126,4302.16,INDEFINIDO,Oruro,ACTIVO
C00580,2026-06-29,INDEPENDIENTE,Actividad independiente,Salud,Comerciante,93,8956.3,INDEPENDIENTE,Santa Cruz,ACTIVO
C00581,2026-05-02,DEPENDIENTE,Empresa 282,Tecnologia,Tecnico,213,7800.89,TEMPORAL,Cochabamba,ACTIVO
C00582,2026-07-08,DEPENDIENTE,Empresa 610,Educacion,Asistente,194,13088.16,INDEFINIDO,Santa Cruz,ACTIVO
C00583,2026-06-08,EMPRESARIO,Empresa PYME 956,Tecnologia,Propietario,61,10069.16,PROPIETARIO,Santa Cruz,ACTIVO
C00584,2026-01-02,DEPENDIENTE,Empresa 728,Servicios,Vendedor,176,17314.59,INDEFINIDO,La Paz,ACTIVO
C00585,2026-03-12,DEPENDIENTE,Empresa 989,Transporte,Consultor,129,16420.88,PLAZO_FIJO,Santa Cruz,INACTIVO
C00586,2026-01-14,EMPRESARIO,Empresa PYME 231,Servicios,Gerente,104,10552.32,PROPIETARIO,Potosi,ACTIVO
C00587,2026-08-09,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,131,4561.56,JUBILACION,Sucre,INACTIVO
C00588,2026-06-22,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,83,11115.13,INDEPENDIENTE,Sucre,ACTIVO
C00589,2026-03-02,DEPENDIENTE,Empresa 369,Salud,Tecnico,223,6525.36,TEMPORAL,Sucre,INACTIVO
C00590,2026-07-12,DEPENDIENTE,Empresa 817,Tecnologia,Administrador,130,9071.11,INDEFINIDO,Cochabamba,ACTIVO
C00591,2026-02-28,DEPENDIENTE,Empresa 802,Comercio,Consultor,149,4532.66,INDEFINIDO,Oruro,ACTIVO
C00592,2026-09-03,DEPENDIENTE,Empresa 919,Construccion,Gerente,222,8403.69,PLAZO_FIJO,Sucre,ACTIVO
C00593,2026-05-17,DEPENDIENTE,Empresa 629,Tecnologia,Comerciante,37,17931.21,PLAZO_FIJO,Potosi,ACTIVO
C00594,2026-01-16,DEPENDIENTE,Empresa 267,Educacion,Director,15,8675.23,TEMPORAL,Potosi,ACTIVO
C00595,2026-04-03,EMPRESARIO,Empresa PYME 469,Servicios,Director,118,23614.83,PROPIETARIO,Tarija,ACTIVO
C00596,2026-02-20,DEPENDIENTE,Empresa 720,Agricultura,Comerciante,108,4379.18,INDEFINIDO,Tarija,ACTIVO
C00597,2026-07-18,DEPENDIENTE,Empresa 599,Transporte,Tecnico,93,7538.9,PLAZO_FIJO,La Paz,ACTIVO
C00598,2026-08-26,DEPENDIENTE,Empresa 927,Tecnologia,Comerciante,40,15957.99,TEMPORAL,Sucre,ACTIVO
C00599,2026-03-23,DEPENDIENTE,Empresa 421,Salud,Asistente,23,5010.99,INDEFINIDO,Oruro,ACTIVO
C00600,2026-07-11,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,230,8061.23,INDEPENDIENTE,Tarija,INACTIVO
C00601,2026-06-19,DEPENDIENTE,Empresa 340,Salud,Director,221,2858.07,INDEFINIDO,Oruro,ACTIVO
C00602,2026-05-02,DEPENDIENTE,Empresa 999,Servicios,Supervisor,104,4096.64,INDEFINIDO,La Paz,ACTIVO
C00603,2026-06-17,DEPENDIENTE,Empresa 186,Industria,Gerente,29,6568.01,INDEFINIDO,Cochabamba,ACTIVO
C00604,2026-08-03,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,163,4080.15,INDEPENDIENTE,La Paz,ACTIVO
C00605,2026-05-21,DEPENDIENTE,Empresa 378,Transporte,Tecnico,224,9880.4,PLAZO_FIJO,Santa Cruz,INACTIVO
C00606,2026-07-11,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,154,9969.8,INDEPENDIENTE,Sucre,ACTIVO
C00607,2026-02-28,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,235,6839.6,INDEPENDIENTE,Sucre,ACTIVO
C00608,2026-07-14,DEPENDIENTE,Empresa 934,Construccion,Tecnico,80,2663.62,INDEFINIDO,Cochabamba,ACTIVO
C00609,2026-03-18,DEPENDIENTE,Empresa 588,Banca,Especialista,239,10124.94,TEMPORAL,Potosi,ACTIVO
